Khóa,Mã HP,Tên HP,Số TC,Ngành,Kiểu môn
31,IS316,Hạ tầng hệ thống thông tin,3,TE,1
31,IS322,Hệ quản trị cơ sở dữ liệu,3,TE,1
31,IS332,Phân tích thiết kế hướng đối tượng,3,TE,1
31,IS334,Quản lý dự án hệ thống thông tin,3,TE,1
31,IS383,Hệ thống thông tin nâng cao,2,TE,1
31,IS480,Kiến trúc doanh nghiệp,3,TE,1
31,SE302,Công nghệ phần mềm,2,TE,1
31,IS325,Cơ sở dữ liệu phân tán,2,TE,1
31,IS326,Khai phá dữ liệu,3,TE,1
31,IS327,Kho dữ liệu,3,TE,1
31,IS333,Phân tích thiết kế hệ thống thông tin,2,TE,1
31,IS335,Phát triển ứng dụng doanh nghiệp,3,TE,1
31,IS336,Triển khai và kiểm soát hệ thống thông tin doanh nghiệp,3,TE,1
31,SC201,Kỹ năng giao tiếp và thuyết trình,2,TE,0
31,CS223,Lập trình Java,3,TE,0
31,CS224,Lập trình .Net,3,TE,0
31,CS325,Lập trình PHP,3,TE,0
31,IS345,An toàn thông tin,3,TE,0
31,IS384,Một số vấn đề hiện đại về hệ thống thông tin,3,TE,0
31,IS424,Lập trình cơ sở dữ liệu,3,TE,0
31,SE312,Kiểm thử và đảm bảo chất lượng phần mềm,3,TE,0
31,IP403,Thực tập ngành Hệ thống thông tin,2,TE,1
31,IS499,KLTN ngành Hệ thống thông tin,6,TE,1
31,IS484,CĐTN: Cơ sở dữ liệu,6,TE,1
31,NW439,CĐTN: An toàn mạng,6,TE,1
31,SE487,CĐTN: Phát triển phần mềm,6,TE,1
32,MA101,"Logic, suy luận toán học và kỹ thuật đếm",3,TI,1
32,CS100,Tin đại cương,2,TI,1
32,MA104,Số và cấu trúc đại số,3,TI,1
32,MA110,Giải tích 1,3,TI,1
32,MA111,Giải tích 2,3,TI,1
32,MA120,Đại số tuyến tính,3,TI,1
32,MA231,Xác suất thống kê ứng dụng,4,TI,1
32,MI201,Toán rời rạc,3,TI,1
32,CF212,Cấu trúc dữ liệu,3,TI,1
32,CS110,Kỹ thuật số,2,TI,1
32,CS121,Ngôn ngữ lập trình,3,TI,1
32,CS122,Lập trình hướng đối tượng,3,TI,1
32,CS212,Kiến trúc máy tính,3,TI,1
32,CS315,Nguyên lý hệ điều hành,3,TI,1
32,IS222,Cơ sở dữ liệu,3,TI,1
32,NW212,Mạng máy tính,2,TI,1
32,CF211,Phân tích và thiết kế thuật toán,2,TI,1
32,CF231,Lý thuyết thông tin và mã hóa,2,TI,1
32,CS320,Học máy,3,TI,1
32,CS321,Nhập môn khoa học dữ liệu,2,TI,1
32,IS314,Hệ thống thông tin,3,TI,1
32,IS322,Hệ quản trị cơ sở dữ liệu,3,TI,1
32,IS332,Phân tích thiết kế hướng đối tượng,3,TI,1
32,MI312,Đồ họa,2,TI,1
32,MI322,Trí tuệ nhân tạo và công nghệ tri thức,3,TI,1
32,SE302,Công nghệ phần mềm,2,TI,1
32,SE312,Kiểm thử và đảm bảo chất lượng phần mềm,3,TI,1
32,SE380,Project,3,TI,1
32,SE422,Quản lý dự án phần mềm,3,TI,1
32,IS345,An toàn thông tin,3,TI,1
32,NW312,Thiết kế và quản trị mạng,3,TI,1
32,NW332,An toàn mạng,3,TI,1
32,CF301,Ngôn ngữ hình thức và Otomat,3,TI,0
32,CS223,Lập trình Java,3,TI,0
32,CS224,Lập trình .Net,3,TI,0
32,CS314,Lập trình ứng dụng di động,2,TI,0
32,CS312,Lập trình hệ thống,3,TI,0
32,CS316,Hệ điều hành Unix,3,TI,0
32,CS325,Lập trình PHP,3,TI,0
32,CS425,Một số vấn đề hiện đại trong khoa học máy tính,2,TI,0
32,IS325,Cơ sở dữ liệu phân tán,2,TI,0
32,IS326,Khai phá dữ liệu,3,TI,0
32,IS330,Dữ liệu lớn,2,TI,0
32,IS333,Phân tích thiết kế hệ thống thông tin,2,TI,0
32,IS383,Hệ thống thông tin nâng cao,2,TI,0
32,IS424,Lập trình cơ sở dữ liệu,3,TI,0
32,MI414,Giao diện người máy,2,TI,0
32,IP401,Thực tập ngành Khoa học máy tính,2,TI,1
32,CS499,KLTN ngành Khoa học máy tính,6,TI,1
32,IS484,CĐTN: Cơ sở dữ liệu,6,TI,1
32,NW439,CĐTN: An toàn mạng,6,TI,1
32,SE487,CĐTN: Phát triển phần mềm,6,TI,1
32,MA101,"Logic, suy luận toán học và kỹ thuật đếm",3,TT,1
32,CS100,Tin đại cương,2,TT,1
32,MA104,Số và cấu trúc đại số,3,TT,1
32,MA110,Giải tích 1,3,TT,1
32,MA111,Giải tích 2,3,TT,1
32,MA120,Đại số tuyến tính,3,TT,1
32,MA231,Xác suất thống kê ứng dụng,4,TT,1
32,MI201,Toán rời rạc,3,TT,1
32,CF212,Cấu trúc dữ liệu,3,TT,1
32,CS110,Kỹ thuật số,2,TT,1
32,CS121,Ngôn ngữ lập trình,3,TT,1
32,CS122,Lập trình hướng đối tượng,3,TT,1
32,CS212,Kiến trúc máy tính,3,TT,1
32,CS315,Nguyên lý hệ điều hành,3,TT,1
32,IS222,Cơ sở dữ liệu,3,TT,1
32,NW212,Mạng máy tính,2,TT,1
32,IS314,Hệ thống thông tin,3,TT,1
32,IS322,Hệ quản trị cơ sở dữ liệu,3,TT,1
32,IS330,Dữ liệu lớn,2,TT,1
32,IS332,Phân tích thiết kế hướng đối tượng,3,TT,1
32,IS334,Quản lý dự án hệ thống thông tin,3,TT,1
32,MI322,Trí tuệ nhân tạo và công nghệ tri thức,3,TT,1
32,SE302,Công nghệ phần mềm,2,TT,1
32,CS314,Lập trình ứng dụng di động,2,TT,1
32,IT320,Lập trình Python,3,TT,1
32,IT332,Internet of Things,2,TT,1
32,IT333,Công nghệ Web,3,TT,1
32,IT380,Dự án Công nghệ thông tin,2,TT,1
32,CF211,Phân tích và thiết kế thuật toán,2,TT,0
32,CS223,Lập trình Java,3,TT,0
32,CS224,Lập trình .Net,3,TT,0
32,CS320,Học máy,3,TT,0
32,CS325,Lập trình PHP,3,TT,0
32,IS324,Phân tích dữ liệu,3,TT,0
32,IS424,Lập trình cơ sở dữ liệu,3,TT,0
32,SE312,Kiểm thử và đảm bảo chất lượng phần mềm,3,TT,0
32,MI312,Đồ họa,2,TT,0
32,MI414,Giao diện người máy,2,TT,0
32,IP404,Thực tập ngành CNTT,2,TT,1
32,IT499,KLTN ngành CNTT,6,TT,1
32,IS484,CĐTN: Cơ sở dữ liệu,6,TT,1
32,SE487,CĐTN: Phát triển phần mềm,6,TT,1
32,MA101,"Logic, suy luận toán học và kỹ thuật đếm",3,TC,1
32,CS100,Tin đại cương,2,TC,1
32,MA104,Số và cấu trúc đại số,3,TC,1
32,MA110,Giải tích 1,3,TC,1
32,MA111,Giải tích 2,3,TC,1
32,MA120,Đại số tuyến tính,3,TC,1
32,MA231,Xác suất thống kê ứng dụng,4,TC,1
32,MI201,Toán rời rạc,3,TC,1
32,CF212,Cấu trúc dữ liệu,3,TC,1
32,CS110,Kỹ thuật số,2,TC,1
32,CS121,Ngôn ngữ lập trình,3,TC,1
32,CS122,Lập trình hướng đối tượng,3,TC,1
32,CS212,Kiến trúc máy tính,3,TC,1
32,CS315,Nguyên lý hệ điều hành,3,TC,1
32,IS222,Cơ sở dữ liệu,3,TC,1
32,NW212,Mạng máy tính,2,TC,1
32,CF231,Lý thuyết thông tin và mã hóa,2,TC,1
32,CF320,Tín hiệu và hệ thống,3,TC,1
32,CF321,Xử lý tín hiệu số,3,TC,1
32,MA300,Toán chuyên ngành truyền thông dữ liệu,3,TC,1
32,TC300,Mô hình hóa và mô phỏng,3,TC,1
32,TC303,Thiết kế và quản trị mạng truyền thông,3,TC,1
32,TC313,Kỹ thuật truyền dẫn,3,TC,1
32,TC314,Kỹ thuật kết nối mạng,3,TC,1
32,TC316,An ninh mạng truyền thông,3,TC,1
32,TC473,Quản lý mạng viễn thông,3,TC,1
32,TC423,Mạng không dây đa bước,2,TC,0
32,TC427,Báo hiệu và điều khiển,2,TC,0
32,TC429,Chất lượng dịch vụ mạng,2,TC,0
32,TC430,Tính toán đám mây,2,TC,0
32,TC431,Mạng cảm biến,2,TC,0
32,TC432,Vô tuyến nhận thức,2,TC,0
32,TC418,Lập trình nhúng,2,TC,0
32,TC420,Thiết kế hệ thống mạng truyền thông,2,TC,0
32,TC421,Dữ liệu lớn trong IOT,2,TC,0
32,TC433,Quản lý dự án truyền thông và mạng máy tính,2,TC,0
32,TC425,Lập trình ứng dụng IOT,2,TC,0
32,TC426,Trí tuệ nhân tạo trong IOT,2,TC,0
32,NW323,Lập trình mạng,2,TC,0
32,CS314,Lập trình ứng dụng di động,2,TC,0
32,IP402,Thực tập ngành Truyền thông và mạng máy tính,2,TC,1
32,TC499,KLTN ngành Truyền thông và mạng máy tính,6,TC,1
32,TC487,CĐTN: Truyền thông và mạng máy tính,6,TC,1
32,MA101,"Logic, suy luận toán học và kỹ thuật đếm",3,TE,1
32,CS100,Tin đại cương,2,TE,1
32,MA104,Số và cấu trúc đại số,3,TE,1
32,MA110,Giải tích 1,3,TE,1
32,MA111,Giải tích 2,3,TE,1
32,MA120,Đại số tuyến tính,3,TE,1
32,MA231,Xác suất thống kê ứng dụng,4,TE,1
32,MI201,Toán rời rạc,3,TE,1
32,CF212,Cấu trúc dữ liệu,3,TE,1
32,CS110,Kỹ thuật số,2,TE,1
32,CS121,Ngôn ngữ lập trình,3,TE,1
32,CS122,Lập trình hướng đối tượng,3,TE,1
32,CS212,Kiến trúc máy tính,3,TE,1
32,CS315,Nguyên lý hệ điều hành,3,TE,1
32,IS222,Cơ sở dữ liệu,3,TE,1
32,NW212,Mạng máy tính,2,TE,1
32,IS314,Hệ thống thông tin,3,TE,1
32,IS315,Mô hình hóa quy trình nghiệp vụ,2,TE,1
32,IS317,Hạ tầng công nghệ thông tin,2,TE,1
32,IS322,Hệ quản trị cơ sở dữ liệu,3,TE,1
32,IS332,Phân tích thiết kế hướng đối tượng,3,TE,1
32,IS334,Quản lý dự án hệ thống thông tin,3,TE,1
32,IS383,Hệ thống thông tin nâng cao,2,TE,1
32,IS480,Kiến trúc doanh nghiệp,3,TE,1
32,SE302,Công nghệ phần mềm,2,TE,1
32,IS325,Cơ sở dữ liệu phân tán,2,TE,1
32,IS326,Khai phá dữ liệu,3,TE,1
32,IS327,Kho dữ liệu,3,TE,1
32,IS333,Phân tích thiết kế hệ thống thông tin,2,TE,1
32,IS335,Phát triển ứng dụng doanh nghiệp,3,TE,1
32,IS336,Triển khai và kiểm soát hệ thống thông tin doanh nghiệp,3,TE,1
32,CS223,Lập trình Java,3,TE,0
32,CS224,Lập trình .Net,3,TE,0
32,CS325,Lập trình PHP,3,TE,0
32,IS337,Xây dựng ứng dụng thương mại điện tử,3,TE,0
32,IS338,Hệ thống thông tin di động,3,TE,0
32,IS345,An toàn thông tin,3,TE,0
32,IS384,Một số vấn đề hiện đại về hệ thống thông tin,3,TE,0
32,IS424,Lập trình cơ sở dữ liệu,3,TE,0
32,SE312,Kiểm thử và đảm bảo chất lượng phần mềm,3,TE,0
32,MI322,Trí tuệ nhân tạo và công nghệ tri thức,3,TE,0
32,IP403,Thực tập ngành Hệ thống thông tin,2,TE,1
32,IS499,KLTN ngành Hệ thống thông tin,6,TE,1
32,IS484,CĐTN: Cơ sở dữ liệu,6,TE,1
32,NW439,CĐTN: An toàn mạng,6,TE,1
32,SE487,CĐTN: Phát triển phần mềm,6,TE,1
